personid,T_i,corr,sd_y,sd_x,sd_ratio,beta
A719000,49,0.135887495870719,0.33426995536725174,0.15480008198633588,2.15936549308002,0.2934307695242843
A723000,48,0.1354881305942743,0.29870504127717223,0.322600140626595,0.9259296685270793,0.12545247985051003
A530000,47,0.13541882005765538,0.2943442703556702,0.1714722164901804,1.7165712112464948,0.2324560479719406
A167000,50,0.13539235206115818,0.3560089364849468,0.8962879895298964,0.39720373433953265,0.053778347839704754
A415000,49,0.13491957143656436,0.3605103171554321,0.3793828933612888,0.9502545408975933,0.12820793541355252
A306000,49,0.1340696801425541,0.4322265768963197,0.5002670612292034,0.8639916764343794,0.11583508770538634
A361000,49,0.13383358153473157,0.3318631553992769,0.13791979771818136,2.4062039017588326,0.32203088607522995
A538000,50,0.1333642324415767,0.3540999190243641,0.23538849952530344,1.5043212380318505,0.2006226472556801
A341000,51,0.13285038548866462,0.30659265176720574,0.32952878242245826,0.930397185682408,0.1236036247754766
A149000,49,0.13277625161587744,0.3570108577494814,0.6160156470220783,0.579548359648543,0.07695025882426398
A860000,49,0.13236783064595692,0.3682407050242201,0.771862384576566,0.4770807755144492,0.06315014729773841
A786000,49,0.13234733310997587,0.3814635874332109,1.448916074537524,0.26327514349302067,0.034843763115447506
A359000,48,0.13180173034980464,0.2864023325660788,0.33137312189274665,0.8642895685992804,0.11391486066467132
A933000,47,0.1310810355112444,0.3592551125491354,0.8724117961162382,0.41179534039825044,0.05397855963810804
A911000,46,0.13084261896543584,0.4205620210225479,0.5603325558783177,0.7505578903287525,0.09820496005578634
A640000,47,0.1306915384846667,0.36290693704911714,0.1605366818495842,2.2605857606372166,0.2954394309342083
A779000,45,0.13009212205333742,0.36859285797407276,0.20440398211166105,1.8032567377905544,0.2345894956261519
A876000,50,0.1298814309328037,0.3918221399918018,0.18019751062125966,2.1744037342188163,0.2824146684259716
A139000,51,0.12987672326149705,0.2812099822510699,0.11890397195550964,2.365017565235671,0.3071607318286928
A795000,51,0.1298487745224885,0.35178513272712814,0.19659400926658116,1.789399046489296,0.23235127331834451
A730000,48,0.12950242510100754,0.44449783553789357,0.311502682899272,1.4269470535559627,0.18479310392623446
A608000,50,0.12936565719457524,0.24530291561284642,0.19793207478540556,1.2393287741706314,0.16032658135073105
A578000,47,0.1286945633260707,0.3828120452384544,0.5812204807325708,0.6586348174722917,0.08476272022594286
A908000,49,0.12840748162815907,0.33855759716573997,0.5814813711292676,0.5822329209072394,0.07476306309470573
A815000,50,0.1280926184260107,0.4569174640781328,0.39660305501201953,1.1520775200894138,0.14757262617799793
A936000,47,0.12791369190705973,0.3654154643821478,0.4875227382980142,0.7495352230294859,0.09587581759208297
A952000,49,0.12724669257680363,0.35492739388778205,0.5865222769789329,0.6051388119747932,0.07700191237364869
A332000,50,0.12710942545509182,0.30504099757914777,0.2939745773304068,1.0376441403513035,0.13189435050689685
A223000,48,0.12702521696630717,0.3608318698478175,0.44777031768701225,0.8058414227001889,0.10236218155892915
A894000,50,0.12698436462405555,0.3773352436792103,0.6678423591595943,0.5650064547478614,0.07174698566464736
A994000,50,0.12669193009731294,0.308066802323583,0.16759715515666068,1.8381386130069988,0.23287732866825445
A522000,51,0.1265958615589738,0.4155136617937549,0.22704329352071653,1.8301076211081364,0.23168405103982848
A241000,50,0.12643532729034995,0.3080332270707039,0.47247838226498645,0.6519520016853289,0.08242976471068335
A652000,48,0.12612884677212827,0.3974374097651743,0.6002609053303134,0.6621077705310013,0.08351088953594013
A137000,51,0.1261257226118088,0.3883053114521623,0.17377767444364525,2.234494808929479,0.28182727244856615
A764000,50,0.12521240044272675,0.3902001731189273,0.5131981347941638,0.7603304584796101,0.09520280183595096
A070000,50,0.1250732236935364,0.3930886881286383,0.3413958790918052,1.1514160310732173,0.14401131481874435
A387000,48,0.12485405933181083,0.28472880901105013,0.2230708967007147,1.2764050049660194,0.15936434622144768
A320000,50,0.12440346126284174,0.374273978005745,0.37930467207344765,0.9867370627411399,0.12275350596132764
A697000,45,0.12406680181705308,0.3702712491941522,0.4147028043530159,0.8928592845467201,0.11077419590637373
A362000,50,0.123717036369883,0.37326694720742554,0.3406767885567721,1.0956629854024307,0.1355521774141671
A184000,51,0.12354114387275335,0.3380425707035183,0.21254925753201373,1.5904199084421784,0.19648229472694637
A642000,47,0.12289629402672553,0.292221587257349,0.36196879637922896,0.8073115422667346,0.09921559666958188
A329000,46,0.1222378005422897,0.4037774342693271,0.37484947249134254,1.0771722088488538,0.13167116161496384
A811000,49,0.12208463298203572,0.2809973596966039,0.29730543221866707,0.9451470751800167,0.11538793378739685
A182000,50,0.12199695038815811,0.39056584592101745,0.3433446171032455,1.1375330395920327,0.13877556179599992
A124000,49,0.12197281291233156,0.33530943293669285,0.18459679447708938,1.8164423379427028,0.22155658145192345
A088000,50,0.12184205137207114,0.33222203295939523,0.2890027111562615,1.1495464233889672,0.14006309437313919
A131000,47,0.1215880529317329,0.36321621326190573,0.12782738127290247,2.8414586111755247,0.34548742001893795
A272000,47,0.12151230049258727,0.335291822030368,0.4715651239609899,0.7110191254476761,0.08639756962737462
A828000,51,0.12118856594552284,0.34996111156504683,0.4812451795053835,0.7271992042075758,0.08812822871464153
A040000,51,0.12033003190761894,0.2164903548093776,0.267557612732396,0.809135470295534,0.09736329695824787
A365000,49,0.1201737855763508,0.289432562669326,0.8097865743319372,0.35741832705500687,0.04295231339656642
A918000,48,0.11988985676960728,0.3151016018739767,0.5183319335493592,0.6079146999805106,0.0728828063088022
A238000,49,0.11976048841690191,0.336273093686389,0.22562076592287433,1.4904350329230769,0.17849522749652896
A544000,48,0.11955877531099907,0.35675771771460835,0.30791218781704865,1.158634610223945,0.13852493503131164
A565000,46,0.11929654979302744,0.32213912813316564,0.5387504181780384,0.5979375927402246,0.07133189180545718
A728000,50,0.11913683800736145,0.35292918639897847,0.31481215572759086,1.121078649530835,0.13356176546266663
A692000,49,0.11869235768928535,0.40802241876848755,0.9190998760212625,0.44393697509219154,0.052691926239141755
A552000,50,0.11819860355024486,0.35732497585160056,0.3206933054239116,1.1142264893221485,0.13170001507656975
A644000,48,0.11802428109307837,0.28331374906241563,0.08196144866300198,3.456670833470829,0.4079710900958067
A252000,49,0.117972225499407,0.2884553765345702,0.47024715097382336,0.6134122789201699,0.07236561169287543
A159000,47,0.11693457790483093,0.3180946062705094,0.41055146600250475,0.7747983690516617,0.09060072024640747
A440000,47,0.116892543657579,0.3424849618905684,0.25668313293137085,1.3342713951607341,0.15596637730988497
A875000,49,0.11683315839249202,0.42280944168690443,0.24813842861405677,1.7039256839355705,0.19907501932027982
A364000,47,0.11676624226317095,0.38277411259984095,0.6757102220119625,0.5664767234985895,0.0661453583324836
A097000,50,0.11531147109604602,0.3518371962329469,0.5274531711526785,0.667049162798763,0.07691842025571126
A639000,50,0.11523797612990137,0.3345240151838039,0.2396573224219203,1.395843080458311,0.16085413158694287
A509000,51,0.11510450626840538,0.4157985881197204,0.8490814392473378,0.4897040129487486,0.0563671386281225
A790000,50,0.1150256139246217,0.31011816312825147,0.25085704726112973,1.236234606578279,0.14219864457652973
A595000,50,0.11502032090553026,0.33183657152894047,0.4125389969257645,0.8043762504921534,0.09251961446039468
A426000,50,0.11495976198218788,0.3410159586905467,0.4521568365480423,0.7541983911910027,0.0867024675386667
A307000,47,0.11494987784344528,0.36261421691002815,0.6155893430644707,0.589052135153762,0.06771147097934557
A758000,48,0.1148968050890416,0.3800868316013297,0.748315706266798,0.5079230977223628,0.058358741159228546
A014000,49,0.11443740765243902,0.3773539599029295,0.41952127767755787,0.8994870581819739,0.10293496715526368
A816000,48,0.11432913577434017,0.4104233797197321,0.27329832830763273,1.5017412739449592,0.17169278200678384
A981000,48,0.11395293926370323,0.2827208411575325,0.5665590897514351,0.4990138650525752,0.05686409665608191
A884000,48,0.11386871408097311,0.3173830716726983,0.3699528528777895,0.8579014033919151,0.09768812961249956
A127000,46,0.11386229981442064,0.34610111965169166,0.801372545260778,0.4318854217036665,0.049175467371500366
A492000,47,0.11381554138426024,0.3403464116543532,0.1228542364818557,2.7703270265703765,0.31530627034055536
A055000,49,0.11323787726292925,0.31517606433644707,0.2110283741039767,1.4935245825338885,0.1691235533661401
A434000,49,0.11322653213231913,0.4094660140557048,0.1343383114950936,3.048021145261005,0.3451168641438834
A042000,49,0.11314505459075523,0.3935231162552092,1.1479459610073488,0.34280630763305586,0.03878683839119734
A623000,48,0.11246947054448896,0.28897332863626113,0.2393305516592765,1.2074234845188452,0.1357982800268165
A733000,48,0.11236630640401682,0.4119603024323361,0.2872773896666654,1.4340157535904348,0.16113505355612986
A970000,50,0.11218584883977677,0.355767466477869,0.2843520853396065,1.2511512481189295,0.14036146479716824
A412000,49,0.11202418695360117,0.3580274889210733,0.4087877029705469,0.8758274437302952,0.09811385729553719
A990000,48,0.11198857386921358,0.3386050800947284,0.9084186899328124,0.3727412082635288,0.04174275633572012
A539000,50,0.11197657005227675,0.3673850924063863,1.095705667652903,0.3352954203416299,0.037545231124092096
A140000,49,0.11137724220872465,0.4085957066962553,0.5733066415356958,0.712700110366356,0.07937857281445843
A082000,48,0.1110512614230638,0.31407003823739654,0.3314160446458037,0.9476609334742816,0.10523894206367713
A937000,50,0.11092059960272847,0.3705485734773816,1.3178114067633035,0.2811848277952697,0.031189189698241266
A856000,49,0.10984925628895426,0.34438443802887286,0.5230506895428584,0.658415034936407,0.07232640191723014
A323000,49,0.10974534309493356,0.406432478640521,0.36920004545507046,1.1008462313149459,0.12081274735042333
A374000,51,0.10950192590107329,0.33007283094112755,0.4545625059247899,0.7261329886185995,0.07951296071403877
A688000,51,0.10876489280949125,0.3993099872058711,0.7679743497212096,0.5199522449556144,0.05655255018865174
A966000,47,0.10856126444296024,0.2534775012960218,0.11611292421899023,2.1830257312093915,0.2369920336916094
A356000,49,0.10838777162778414,0.3643021366513069,0.20587914627737267,1.7694950811603685,0.19179162875329736
A740000,50,0.10817361742678613,0.4054427204819896,0.25579994002830986,1.5849992788783238,0.1714551056151157
A025000,49,0.1081447736921367,0.3363409437493105,0.2593766578662343,1.2967278802812248,0.14023434315329716
A703000,49,0.10793158926139454,0.42591297396834227,0.5139891853987141,0.8286418976655142,0.08943663694361682
A560000,49,0.10767437589360519,0.374456255449015,2.0442210951501494,0.1831779626662697,0.0197235728075527
A826000,43,0.1075605858943032,0.2667840072676327,0.37941127162188365,0.7031525608799155,0.07563150142132341
A305000,49,0.10730384577941193,0.33004118352582795,0.2104527366690537,1.5682437242183855,0.16827858272806026
A129000,48,0.1071655973548203,0.398384056386521,1.0008909122105671,0.39802944709194155,0.04265506346241675
A444000,47,0.10713627409236423,0.33946077526917007,0.3750246281932327,0.9051692868935044,0.09697646482061235
A347000,51,0.10657465979539754,0.3702069310057632,0.24179521228386305,1.5310763497299822,0.16317394109325195
A846000,49,0.10647290569669417,0.3558502728208406,0.14886194282777393,2.3904717758019736,0.2545204759555726
A343000,49,0.10627499435920014,0.39275424518245955,1.151598027356252,0.34105150916601845,0.0362452472128153
A157000,49,0.10607036779953997,0.31526668605060904,0.3903371077077516,0.8076779784069406,0.08567070023321309
A535000,49,0.10590044005294853,0.3141860786330335,1.080585398516583,0.29075543595568204,0.030791128615493622
A020000,49,0.10575433702841971,0.3144608832730131,0.10168095036933254,3.092623368790384,0.3270583340450251
A759000,44,0.10559085552370155,0.321429898584461,0.20920809637462587,1.5364123289419986,0.16223109225014842
A317000,51,0.10553340720914853,0.3887534568284614,0.13125284258248532,2.961866952208299,0.312575911166718
A504000,48,0.10522533020983257,0.3613239243118864,1.0706739260776978,0.3374733572111529,0.03551074544956434
A610000,46,0.10492793910545474,0.3682259755668054,0.3769065701043886,0.976968842609512,0.10251132722525746
A761000,50,0.10490243147924455,0.3749034841782343,0.29633830959760005,1.2651198715661114,0.13271415063999467
A751000,50,0.10470569244499067,0.3900304770927837,0.31943338716331987,1.2210072358321422,0.12784640810814848
A353000,50,0.10455636678759503,0.24496103480233047,0.34303180745370565,0.7141058918724018,0.07466431755579352
A419000,51,0.10453458045312919,0.40175672475062935,1.1651959469865718,0.3447975645552596,0.03604326875204479
A854000,50,0.10429317582379219,0.43118642021704706,0.7889318923419222,0.546544542567651,0.05700086607354209
A478000,48,0.10424483570522038,0.4178498576595417,0.28039735014002126,1.4902061572653278,0.1553462960310319
A277000,50,0.10397028638173149,0.37354506872310195,0.9124623692225632,0.4093813414369845,0.04256349530854068
A181000,50,0.10370717570984242,0.41387301414411487,1.4825007422922052,0.2791722137718426,0.02895216182694217
A233000,49,0.10345602114021121,0.3347888346040085,1.5292312957108551,0.21892622492294972,0.02264923615377532
A583000,48,0.10315644709005653,0.36143994674964053,0.36838476228267636,0.981147929436596,0.10121173447044474
A164000,49,0.10292248835331291,0.31487420687706796,0.3570722592556214,0.8818220926304313,0.09075932405844958
A699000,50,0.10290113812051647,0.4056536076355726,1.0578281112040733,0.3834778101839601,0.03946030311189288
A592000,47,0.10261643618491952,0.3869022027897868,0.20480400918005193,1.8891339302329995,0.19385619139652077
A523000,50,0.10238187609457988,0.3121257046611254,0.16210952522351466,1.925400152956899,0.19712607989251837
A185000,48,0.10234158756220188,0.31394881948952325,0.2772316805466173,1.1324420746954706,0.11589591974656807
A611000,51,0.10226964193205672,0.3687454023641595,0.2841381214084692,1.2977681436629938,0.13272228336324432
A392000,49,0.10223773538972404,0.3756919081693743,0.20581999967592174,1.8253420890143233,0.18661884149237248
A662000,49,0.10221198074812997,0.3094271671471454,0.5213436983229635,0.5935185716111996,0.060664708815181524
A545000,46,0.1019324280891914,0.3244210569957231,0.17468887636754366,1.857136319963181,0.18930241438647247
A796000,48,0.10190192000445156,0.3598098098868069,0.8463112598837856,0.4251506826651645,0.04332367085478356
A065000,49,0.10172539820154092,0.33782577247898127,0.23736378370293335,1.4232405938632096,0.14477971614733257
A169000,47,0.10146659068274161,0.40764530164334833,0.293527844722839,1.3887789828875134,0.14091466860544152
A797000,46,0.10118914965310212,0.4009794222917795,0.33025433363098494,1.2141534007539183,0.12285915017071111
A487000,49,0.10064899827311151,0.3932203310378249,1.1747433160236536,0.33472872386184094,0.03369011074993125
A173000,49,0.10053703925513706,0.3606101051817373,0.16433180511890838,2.194402385593005,0.22061871878193032
A107000,46,0.10017911141820351,0.29719236032209245,0.990182621045798,0.3001389380155024,0.030067652112396294
A977000,48,0.09986975291773234,0.2828136713368635,0.6240467608967643,0.45319307631764033,0.04526028055586975
A691000,50,0.09953134867880188,0.2932597344279209,0.2121535510461184,1.3822994382223255,0.13758212736421824
A886000,50,0.09951706725130459,0.3531109908183752,0.2552286710233732,1.383508323741725,0.13768269089654492
A656000,51,0.09937803990988296,0.40680273583440035,0.8741182842248175,0.46538637067311744,0.04624918531826865
A075000,50,0.09934547285367686,0.39237801640140596,0.5715914690072245,0.6864658373626752,0.06819727321069019
A628000,49,0.09918160930666303,0.39275321244307315,0.8556171293269587,0.4590291603348553,0.045527250840697205
A471000,50,0.09910907235129095,0.40696835809408566,0.22977658709370832,1.771148067092294,0.1755368419262993
A060000,51,0.09865247515401138,0.40296527753884803,0.7676842314097556,0.5249101923050483,0.05178368970446111
A225000,47,0.09860827152632204,0.2825119941294741,0.39538161490759055,0.7145299211636419,0.07045856047978588
A841000,46,0.09848809726189339,0.3658408645357312,1.0570249083165548,0.34610429863793735,0.03408715382701257
A586000,51,0.09841810847577649,0.3395184525292302,0.21309239468209915,1.5932922103378637,0.1568088055906416
A906000,48,0.09830967885637056,0.3447846665848943,1.7290030291619423,0.19941241326338996,0.019604170307897715
A283000,47,0.09828815684545658,0.3592000079321094,1.3366060260775494,0.26874037743659607,0.02641399636819535
A982000,46,0.0981866102630516,0.3434562274777336,1.767136125863333,0.19435753842106437,0.019083307876635123
A450000,48,0.09781557666242056,0.31115424272530406,0.2949084511243316,1.0550875756155367,0.10320399963818899
A156000,51,0.09777415996302029,0.43068736124624657,0.8163604995749516,0.5275700642920491,0.05158271985779171
A153000,50,0.09758745887188751,0.4194831713196706,1.1892202549039474,0.35273799751548296,0.03442280482509415
A992000,49,0.09720226575420957,0.3084395193142895,2.0261013571894657,0.1522330155003428,0.014797394029229024
A861000,50,0.09709883769717788,0.33908492946127095,1.9287409769872557,0.17580635943709277,0.017070593161113985
A531000,49,0.0969244011246493,0.3361795850960824,0.6612664085796502,0.5083875133142942,0.04927515526723763
A660000,51,0.09685645399156802,0.44094265689164924,0.5365963391872468,0.8217399648300266,0.0795908190965922
A497000,48,0.09675173443376765,0.304714480938496,1.0515512368868971,0.2897761613980875,0.028036346212824352
A215000,50,0.09675168402341369,0.4503939880702182,0.9074864589899772,0.496309320771025,0.048018762581113275
A061000,49,0.0967177204599537,0.31536468739290036,0.2118432960524473,1.4886696594582045,0.14398073598069308
A831000,51,0.0966521022521717,0.30774676883030005,0.25202491398062493,1.2210966129085115,0.11802155469061397
A428000,49,0.09615451541779706,0.3553827114515272,0.49272667612886273,0.7212572987596556,0.06935214605378397
A686000,50,0.09610681593704043,0.20715282340556684,0.45849717577969346,0.45180828661222366,0.04342185584027059
A798000,45,0.09610277946834252,0.2945487166236622,0.8275378805061228,0.3559338171244995,0.03420622913244113
A331000,43,0.09552275635398541,0.22086759361479807,0.3580061751043058,0.6169379440185574,0.05893161291201335
A135000,48,0.0954351598455965,0.3373299177426386,0.6473446872113979,0.5210978392296276,0.049731055582074454
A980000,49,0.09539238957641542,0.314638311409788,0.5074531181166583,0.6200342458777756,0.059146548333491714
A375000,47,0.09522343759026862,0.3138464318639126,0.6533202094551649,0.48038684143208155,0.04574408641429409
A232000,50,0.09507179501608046,0.3891937243867645,0.3374396408338814,1.1533728622546786,0.10965322833738679
A054000,46,0.09500047214629156,0.3638840448104765,1.2630668334461321,0.28809563767711394,0.02736922160261277
A713000,47,0.09425305268840298,0.25373342374187574,0.17695516294758193,1.4338853951214594,0.13514807569551443
A782000,49,0.09400200277136206,0.3925817963644452,1.5208930669936935,0.2581258373019285,0.024264345673416038
A066000,49,0.09369394818978818,0.31428768532931717,0.2815410147656798,1.116312255927939,0.10459170267053788
